Dates,GN.co,CARL-B.co,DANSKE.co,MAERSK-B.co,NVO,STO,FLS.co,NZYM-B.co,0384.hk,HM-B.st,ERIC-B.st,NDA-DKK.co,MSFT,DNORD.co,WMT,TEVA,EAC.co,NKT.co,1088.hk,LUN.co,BAVA.co,VWS.co,GEN.co,ALK-B.co,TOPO.co,TKDV.co,TORM.co,NEUR.co,SAP.de,C,PG,JNJ
2013-01-10,117.10,569.50,114.40,9040.00,173.05,21.80,275.40,208.50,8.54,243.10,79.50,73.00,32.70,207.30,76.90,40.43,96.00,225.00,23.35,114.60,63.50,113.30,169.00,462.50,2.65,8.00,2.04,4.00,56.11,51.32,81.64,92.36
2013-01-09,117.00,568.50,113.20,8904.00,173.30,21.53,283.10,211.60,8.60,242.30,79.65,72.25,32.87,203.50,77.08,39.80,97.50,226.20,24.50,113.60,64.50,113.40,169.70,463.50,2.61,5.85,2.02,4.00,55.88,50.90,81.62,92.00
2013-01-08,117.00,582.50,114.90,9136.00,175.66,21.56,290.00,214.40,8.64,246.30,79.85,72.30,32.23,208.50,76.86,39.67,96.50,228.60,25.60,113.50,66.50,111.70,168.70,457.00,2.63,5.40,2.23,4.00,56.35,51.77,81.66,93.01
2013-01-07,121.50,588.00,115.00,9080.00,174.60,21.91,290.60,213.00,8.64,246.00,80.40,72.75,32.35,204.80,76.40,39.85,96.50,231.40,25.60,113.00,66.50,113.40,170.30,457.50,2.50,5.20,2.45,4.00,57.45,51.59,81.25,90.70
2013-01-04,122.40,581.50,115.00,8952.00,174.38,21.72,285.40,210.40,8.65,242.00,79.05,71.30,31.79,203.20,74.41,40.38,98.00,227.00,25.05,112.50,66.50,113.80,177.10,459.50,2.45,5.10,2.40,3.97,57.17,50.86,80.48,89.55
2013-01-03,120.30,573.50,117.90,9816.00,175.38,21.70,289.70,209.20,8.46,243.20,80.00,71.95,31.80,202.00,74.11,40.06,98.50,229.00,24.85,112.00,66.50,115.50,171.80,460.00,2.47,5.10,2.20,3.86,57.10,50.35,79.90,89.37
2013-01-02,122.20,569.00,117.80,10050.00,174.92,21.80,294.30,210.60,8.36,242.00,79.45,71.60,31.39,202.50,73.58,39.59,98.00,229.50,24.85,112.70,67.00,102.90,169.00,459.00,2.41,5.10,2.01,3.89,56.96,49.33,79.59,90.45
2013-01-01,121.90,563.50,114.50,9920.00,176.18,21.55,285.00,210.70,8.19,242.00,79.15,70.50,31.62,200.00,73.23,39.13,94.50,228.30,23.80,114.00,65.00,103.40,169.00,454.50,2.34,5.05,2.01,3.89,56.47,49.92,79.53,89.73
2012-12-31,121.70,554.50,115.30,9896.00,174.67,21.09,286.00,210.00,8.24,239.00,78.05,68.40,31.61,201.00,73.55,38.30,93.00,249.80,23.60,114.00,68.00,109.00,168.50,456.00,2.31,5.10,2.03,3.78,56.29,49.16,79.38,88.80
2012-12-28,122.80,554.50,116.40,9968.00,174.54,21.12,292.10,210.40,8.10,240.90,79.00,69.80,32.39,202.50,73.46,38.46,93.00,254.80,24.15,113.70,66.00,110.70,169.00,456.50,2.37,5.35,2.04,3.84,56.93,49.91,79.77,88.26
2012-12-27,123.20,554.50,116.80,9816.00,174.59,21.58,320.80,210.00,7.94,242.70,78.55,70.00,34.75,204.00,73.44,38.30,92.50,250.00,24.45,109.50,67.00,112.20,170.50,461.00,2.37,5.80,2.01,3.80,57.25,49.83,80.01,88.41
2012-12-26,121.70,554.00,116.10,9840.00,173.88,21.43,326.60,210.40,8.03,245.00,80.00,68.85,34.15,203.00,73.03,38.77,93.50,256.50,25.35,113.40,67.00,108.00,176.00,459.00,2.35,5.80,1.93,3.80,57.80,49.60,78.54,87.53
2012-12-25,117.40,540.00,113.90,9720.00,172.57,21.81,310.80,206.00,8.02,243.00,79.15,67.25,33.26,199.80,72.86,38.31,91.50,248.40,24.70,111.80,66.00,99.45,170.30,458.50,2.38,5.55,1.82,3.87,56.81,48.24,77.97,86.17
2012-12-24,115.30,541.50,114.40,9704.00,170.86,22.65,310.30,205.00,7.93,243.30,78.65,66.70,33.02,199.90,72.38,38.21,91.00,254.10,24.15,111.40,66.50,104.90,165.70,461.00,2.46,5.35,1.83,3.81,56.36,48.31,76.85,86.53
2012-12-21,117.20,545.50,114.80,9696.00,169.99,22.20,310.80,207.40,8.01,245.00,78.70,66.90,33.55,200.00,72.43,38.18,93.50,253.40,24.45,113.00,66.00,107.80,168.00,467.00,2.52,5.30,1.76,3.80,56.53,48.47,77.31,86.57
2012-12-20,116.20,547.50,113.00,9600.00,166.94,21.95,307.80,205.70,8.09,243.50,77.90,66.30,33.40,199.50,72.98,38.22,91.50,254.50,24.10,113.80,64.00,105.60,166.90,473.50,2.48,5.45,1.75,3.80,55.93,48.33,77.89,86.41
2012-12-19,118.00,552.50,114.80,9760.00,9760.00,9760.00,313.00,208.20,8.03,246.20,78.60,67.15,67.15,200.10,200.10,200.10,92.50,258.30,25.30,113.80,65.00,108.20,168.00,483.00,2.50,5.65,1.77,3.94,56.11,56.11,56.11,56.11
2012-12-18,117.90,550.50,114.60,9784.00,165.57,22.25,316.00,207.70,8.09,246.50,82.50,67.55,31.88,200.50,72.68,38.35,91.50,260.00,25.70,115.10,65.50,110.50,168.90,489.50,2.54,5.50,1.76,3.83,55.09,49.37,77.75,86.42
2012-12-17,119.60,550.00,114.00,9888.00,164.85,22.30,310.30,208.80,7.91,246.40,83.60,67.25,31.20,205.00,72.91,38.42,91.50,258.30,25.80,115.20,65.00,108.80,169.00,484.50,2.56,5.60,1.71,3.81,54.20,49.60,77.49,86.90
2012-12-14,119.30,554.50,115.40,10130.00,162.53,22.14,312.40,208.70,7.78,247.20,83.65,67.95,31.23,212.00,72.67,38.69,93.00,264.00,26.10,115.00,65.00,113.40,170.80,483.00,2.66,5.75,1.74,3.81,53.42,49.86,77.14,87.04
2012-12-13,116.70,554.50,114.90,10150.00,161.67,22.40,315.30,209.60,7.72,248.00,86.55,67.25,31.15,218.70,72.59,38.54,92.00,265.00,25.95,115.10,66.00,118.00,170.10,482.00,2.65,5.75,1.71,3.86,53.81,49.22,77.15,87.16
2012-12-12,115.90,554.00,115.90,10200.00,164.14,22.45,318.00,208.10,7.85,246.50,87.70,67.90,31.66,221.10,73.51,38.18,92.50,266.70,26.35,115.40,66.00,118.30,170.20,484.00,2.69,5.65,1.77,3.87,54.00,50.09,78.16,87.56
2012-12-11,119.20,566.00,119.30,10350.00,166.19,22.29,319.90,210.60,7.90,250.20,87.90,69.25,32.39,219.80,73.96,38.05,95.50,270.50,26.85,116.70,67.00,123.60,181.60,485.50,2.66,5.70,1.69,3.85,54.69,51.09,77.95,88.53
2012-12-10,119.40,567.00,119.70,10350.00,166.54,22.67,318.50,211.00,7.90,248.50,89.10,68.95,32.74,231.00,74.05,38.50,94.50,272.00,27.00,116.30,67.00,122.00,187.00,499.50,2.70,5.70,1.69,3.81,54.40,50.73,78.27,89.23
2012-12-07,118.30,570.00,117.50,10390.00,166.48,22.64,316.80,206.70,7.85,249.10,90.00,68.00,32.69,232.50,73.91,38.88,95.50,270.00,26.00,116.30,71.00,122.60,185.00,499.00,2.75,5.60,1.68,3.76,55.15,50.26,78.26,89.01
2012-12-06,121.00,579.00,116.40,10340.00,166.24,22.75,310.10,206.00,7.87,249.30,89.10,67.85,33.03,232.60,74.36,38.34,94.50,274.80,25.15,116.90,69.50,122.70,184.30,497.00,2.70,5.65,1.66,3.75,54.74,50.49,79.05,88.57
2012-12-05,120.40,577.00,120.50,10260.00,168.52,22.68,314.00,208.50,7.85,259.20,90.75,67.90,32.80,228.20,74.78,37.88,96.50,277.50,25.60,118.20,68.50,124.00,201.00,500.00,2.71,5.60,1.72,3.87,54.90,51.00,80.16,89.03
2012-12-04,118.60,579.00,120.90,10200.00,169.22,22.59,313.00,206.20,8.02,264.00,89.45,67.50,32.93,224.50,75.15,37.62,96.50,274.00,25.50,118.50,68.50,123.90,198.50,490.50,2.66,5.60,1.68,3.72,54.82,51.20,79.83,89.06
2012-12-03,117.10,568.00,123.70,10220.00,170.00,22.95,315.10,206.20,8.01,263.50,89.80,67.60,33.32,227.50,76.42,37.71,98.00,278.00,25.50,117.40,68.50,124.70,199.80,497.00,2.68,5.80,1.64,3.77,55.29,52.21,80.30,89.91
2012-11-30,117.80,579.50,125.00,10340.00,172.80,23.09,319.20,209.40,8.24,266.40,89.55,68.55,33.64,226.90,76.21,37.43,98.00,278.80,25.70,118.00,68.50,126.60,202.00,500.00,2.72,5.75,1.60,3.50,55.60,51.95,80.12,90.07
2012-11-29,117.10,575.00,124.80,10430.00,172.59,22.68,317.70,211.90,8.24,266.40,88.20,68.50,32.79,228.50,75.83,37.72,98.00,276.10,25.70,119.50,68.50,126.80,218.00,481.50,2.70,5.95,1.66,3.59,55.45,51.21,79.39,89.68
2012-11-28,115.90,575.50,122.80,10150.00,170.48,22.78,312.80,209.00,8.32,265.20,87.80,67.75,32.74,228.00,76.42,38.01,96.00,270.40,25.50,119.10,68.00,122.00,212.50,499.00,2.70,5.95,1.58,3.58,54.84,49.57,79.28,89.09
2012-11-27,113.50,572.00,122.70,10270.00,170.61,22.80,312.40,208.60,8.48,267.10,88.95,68.30,32.45,231.90,75.75,38.72,96.50,276.00,24.75,119.80,68.50,125.80,213.70,506.00,2.66,5.95,1.60,3.53,55.41,48.96,78.62,88.22
2012-11-26,115.40,577.00,121.40,10370.00,168.13,22.67,307.00,207.10,8.37,263.90,87.95,66.25,32.51,233.10,74.65,38.16,96.00,280.80,24.30,118.70,67.00,123.40,218.10,510.00,2.65,5.85,1.61,3.54,56.03,49.26,77.72,87.08
2012-11-23,115.00,575.50,122.40,10300.00,168.02,23.00,307.00,206.30,8.24,281.70,87.60,67.20,32.77,231.00,74.62,37.93,95.00,278.70,24.20,119.70,67.50,133.10,224.60,521.00,2.67,6.00,1.61,3.71,55.45,48.93,78.05,87.07
2012-11-22,115.00,567.50,121.00,10330.00,169.86,22.93,303.50,211.20,8.28,280.70,87.30,67.20,33.27,235.00,74.36,38.02,94.00,279.40,24.05,120.00,67.00,139.10,231.60,530.00,2.72,6.10,1.57,3.65,55.19,48.89,77.21,86.73
2012-11-21,116.00,568.00,118.70,10110.00,169.22,22.68,297.00,210.90,8.45,279.10,85.50,66.30,33.28,232.50,73.96,37.78,93.00,273.90,23.60,120.20,66.00,139.10,226.00,525.00,2.67,6.20,1.50,3.60,54.67,48.51,75.59,86.69
2012-11-20,117.30,566.50,120.50,10280.00,168.28,22.62,301.70,209.80,8.45,280.30,86.50,67.25,33.58,232.30,73.59,37.69,92.50,275.40,23.60,123.30,66.00,148.50,229.30,542.00,2.68,6.70,1.53,3.53,54.90,48.60,76.16,87.47
2012-11-19,119.50,565.00,121.90,10360.00,167.25,22.59,298.50,206.60,8.29,274.80,86.05,67.10,33.92,235.00,73.72,37.61,93.50,277.40,23.40,122.00,66.50,145.50,233.50,545.00,2.61,6.65,1.53,3.60,54.79,48.71,75.93,87.29
2012-11-16,119.70,565.50,123.00,10340.00,167.26,22.59,296.30,211.00,8.43,272.10,85.80,66.60,33.86,233.00,73.16,37.91,94.00,278.00,23.80,120.70,66.00,148.80,233.70,545.00,2.66,6.65,1.60,3.60,54.52,48.40,75.84,86.58
2012-11-15,119.10,562.00,122.60,10340.00,166.16,22.71,290.10,209.30,8.49,272.30,85.30,66.05,33.88,234.30,72.80,38.46,95.00,278.60,23.60,119.50,66.50,148.80,234.90,530.00,2.63,6.65,1.58,3.70,54.11,49.14,76.02,87.31
2012-11-14,119.20,566.00,120.60,10400.00,166.90,22.49,289.90,210.30,8.46,272.00,85.00,65.50,33.30,232.40,71.87,38.62,96.50,275.00,23.20,118.70,66.50,146.70,235.00,521.00,2.63,6.65,1.54,3.55,52.90,48.18,75.65,86.59
2012-11-13,118.90,567.00,121.30,10380.00,163.60,22.23,284.80,209.50,8.43,269.30,84.00,65.50,33.01,231.20,72.90,38.78,95.50,274.30,23.55,114.00,65.50,147.90,232.00,509.00,2.60,6.45,1.51,3.60,52.55,47.67,76.33,85.61
2012-11-12,118.80,554.00,120.50,10320.00,163.61,22.23,279.90,204.80,8.54,269.80,83.45,64.90,33.07,225.00,73.00,39.20,93.50,268.10,23.45,112.50,64.00,142.10,227.00,480.00,2.50,6.40,1.47,3.55,52.20,47.95,76.95,85.96
2012-11-09,117.70,565.00,121.50,10410.00,168.11,22.50,288.00,206.80,8.40,274.60,85.30,65.60,33.76,230.60,74.79,40.59,94.50,270.20,23.45,114.00,65.00,147.80,231.50,479.50,2.58,6.35,1.50,3.59,53.50,49.27,77.89,87.78
2012-11-08,117.70,562.50,123.00,10580.00,167.24,22.58,287.00,202.60,8.50,275.40,84.75,66.15,34.13,232.00,74.82,41.04,95.50,274.90,23.50,114.70,65.50,148.90,236.90,494.50,2.59,6.30,1.52,3.54,53.98,49.22,78.48,89.45
2012-11-07,123.50,562.50,121.50,10580.00,169.49,22.70,281.90,201.70,8.50,271.10,82.95,65.85,34.45,229.10,74.68,40.36,95.00,269.50,23.50,113.20,64.00,146.50,235.60,490.00,2.55,6.25,1.49,3.55,53.82,49.60,78.74,89.80
2012-11-06,124.90,564.50,122.90,10470.00,166.87,22.73,288.00,203.50,8.24,272.90,84.05,66.85,34.49,231.60,74.37,39.52,95.00,263.50,23.50,114.00,65.00,149.70,237.90,488.50,2.60,6.25,1.50,3.60,53.85,48.86,77.60,89.93
2012-11-05,128.00,577.00,123.50,10760.00,169.35,22.72,289.00,207.20,8.24,271.80,84.30,68.00,34.64,235.00,75.60,39.87,94.50,265.50,23.30,113.60,64.00,153.40,239.00,490.00,2.55,6.25,1.51,3.54,53.82,50.84,78.34,91.11
2012-11-02,125.30,574.50,123.30,10600.00,173.64,23.06,275.10,206.30,8.23,272.50,84.10,68.70,34.92,239.00,75.78,40.26,95.00,262.80,24.40,114.80,65.00,155.50,239.00,503.00,2.59,6.15,1.50,3.53,53.31,51.12,79.42,91.97
2012-11-01,127.20,583.50,124.20,10590.00,173.46,23.31,278.10,208.20,8.31,276.70,84.45,69.10,34.96,240.60,75.71,40.00,95.00,268.80,24.30,117.40,65.50,154.00,242.10,511.00,2.63,6.15,1.50,3.50,53.51,51.15,79.41,91.63
2012-10-31,128.40,583.50,123.40,10720.00,174.57,23.51,284.20,211.50,8.56,276.60,84.50,68.95,34.99,239.40,75.15,40.21,95.00,269.70,24.45,117.50,68.00,156.20,250.00,515.00,2.59,6.25,1.51,3.50,56.06,51.03,78.97,91.20
2012-10-30,128.40,589.00,126.00,10770.00,179.50,23.58,288.50,214.90,8.75,275.70,84.65,70.15,34.58,242.50,76.32,40.39,97.00,273.80,24.80,117.00,67.50,154.70,250.60,528.00,2.60,6.25,1.51,3.47,57.07,50.76,80.38,92.36
2012-10-29,128.70,572.00,124.50,10640.00,179.77,23.39,283.70,219.50,8.54,278.50,84.25,69.15,33.76,240.50,75.90,40.18,96.00,278.70,24.35,117.00,67.50,151.40,247.80,530.00,2.58,6.20,1.50,3.40,56.85,50.19,80.91,92.10
2012-10-26,129.80,565.00,126.20,10760.00,182.27,23.64,284.70,220.80,8.48,278.20,79.75,69.70,33.72,236.80,76.42,40.32,95.00,274.50,23.90,116.50,67.50,148.90,250.00,526.00,2.58,6.35,1.50,3.39,57.00,50.15,80.61,92.35
2012-10-25,126.90,566.00,127.40,10790.00,182.20,24.18,283.60,216.30,8.47,279.20,78.00,70.65,35.73,235.30,76.08,41.70,95.00,270.00,23.60,118.40,67.00,145.60,251.00,523.00,2.59,6.45,1.50,3.41,57.62,50.06,80.00,92.09
2012-10-24,125.90,571.00,125.90,10640.00,182.28,23.91,278.90,215.00,8.50,279.80,77.45,71.25,35.57,235.60,77.14,41.03,94.00,270.00,23.50,118.70,66.50,138.60,246.00,521.00,2.58,6.80,1.79,3.40,57.89,50.15,81.30,92.39
2012-10-23,126.20,568.00,126.60,10650.00,181.99,24.11,282.40,215.50,8.87,280.60,78.00,71.15,35.52,236.50,77.06,41.02,95.00,268.50,23.65,119.50,67.00,146.60,246.60,519.00,2.56,6.75,1.92,3.34,57.70,50.22,82.46,93.14
2012-10-22,126.30,568.00,125.70,10680.00,181.06,23.83,281.00,215.30,8.86,281.00,78.90,71.30,35.54,236.40,76.91,37.70,95.00,268.00,24.00,118.90,67.50,144.60,244.70,525.00,2.58,6.90,1.84,3.33,57.60,49.89,81.52,92.79
2012-10-19,125.30,548.50,128.30,10630.00,166.67,23.63,274.50,215.20,8.64,280.00,77.35,70.60,35.41,241.80,76.75,37.09,94.00,266.60,23.60,118.10,67.00,147.50,238.50,522.00,2.57,6.85,1.70,3.41,57.86,48.78,80.75,92.61
2012-10-18,128.10,552.50,129.50,10670.00,166.51,23.61,270.10,218.70,8.64,278.50,77.25,70.45,35.53,245.00,77.07,37.12,94.50,264.50,23.55,119.60,67.00,150.60,238.00,523.00,2.59,6.80,1.90,3.38,57.85,48.74,81.15,93.37
2012-10-17,129.60,558.00,128.30,10640.00,168.42,23.74,279.00,214.60,8.56,277.10,77.50,70.55,35.94,246.00,77.33,36.59,93.50,264.40,23.85,120.80,66.00,147.00,236.70,512.00,2.53,6.70,1.98,3.36,57.85,48.63,81.33,93.03
2012-10-16,126.80,551.50,125.50,10590.00,167.02,23.51,276.60,215.80,8.83,272.60,77.65,69.20,36.64,238.00,77.42,36.97,93.50,267.40,23.90,121.30,66.50,145.50,230.70,513.00,2.48,6.65,1.70,3.40,57.60,48.38,81.43,92.81
2012-10-15,131.20,552.50,127.10,10630.00,170.84,23.77,290.00,218.40,8.87,272.70,79.80,69.60,38.18,238.20,78.16,36.92,93.00,271.30,23.90,126.50,68.00,167.20,239.10,516.00,2.51,6.55,1.64,3.37,58.62,48.62,82.81,93.04
2012-10-12,131.10,555.00,127.70,10570.00,170.24,23.23,278.00,218.00,8.77,270.70,79.70,69.50,37.50,233.10,77.51,37.01,93.00,271.00,24.00,117.90,68.00,161.00,225.70,519.00,2.51,6.60,1.69,3.40,58.90,48.35,82.32,92.69
2012-10-11,129.90,549.50,126.60,10740.00,168.47,22.93,275.50,215.00,8.42,270.50,79.50,69.20,37.78,229.80,77.96,37.27,92.00,271.40,23.85,117.90,69.00,162.10,214.00,536.00,2.53,6.55,1.69,3.40,58.99,49.94,82.51,94.05
2012-10-10,130.00,550.00,126.90,10880.00,169.85,22.93,279.50,217.60,8.34,270.20,79.70,68.90,37.59,234.00,79.01,37.26,93.50,271.00,24.05,118.90,69.00,157.30,218.00,570.00,2.51,6.55,1.70,3.40,59.88,50.17,82.26,94.29
2012-10-09,126.50,548.50,125.60,10690.00,171.00,22.44,277.80,213.30,8.60,267.80,81.35,67.55,37.36,234.40,78.71,37.75,92.00,268.00,24.05,118.90,70.00,154.70,214.00,565.00,2.56,6.55,1.66,3.40,59.52,49.52,82.80,93.56
2012-10-08,126.50,549.00,123.40,10800.00,173.57,22.56,284.70,211.30,8.40,265.70,81.70,67.20,38.16,233.30,78.90,38.39,90.50,269.60,23.55,119.60,71.00,154.40,207.50,570.00,2.73,6.45,1.64,3.26,59.40,49.99,83.50,93.34
2012-10-05,125.50,559.00,123.60,11080.00,173.40,22.85,283.80,213.30,8.67,269.20,81.65,67.20,38.02,232.20,79.08,38.35,93.00,270.70,23.75,121.30,70.50,156.90,207.70,568.00,2.75,6.40,1.61,3.30,59.94,50.21,84.32,93.92
2012-10-04,127.40,563.00,123.20,11080.00,173.80,23.20,283.10,212.50,8.98,274.00,83.20,67.05,37.84,233.90,79.22,38.28,91.50,269.00,24.50,120.30,75.00,156.00,210.80,569.00,2.78,6.45,1.59,3.30,60.90,50.40,84.84,94.39
2012-10-03,132.50,576.00,123.90,11100.00,173.64,23.03,283.00,215.10,9.01,274.90,82.80,68.75,37.20,233.60,79.22,38.20,91.00,268.10,25.60,119.60,74.00,157.80,210.00,568.00,2.88,6.45,1.60,3.27,60.98,50.79,84.57,94.30
2012-10-02,130.40,578.00,122.50,11040.00,174.35,23.10,280.40,214.10,9.11,273.30,82.20,68.50,36.74,235.10,79.25,38.97,89.50,266.50,25.90,118.10,72.50,154.30,209.90,569.00,2.95,6.40,1.63,3.30,60.64,51.17,84.34,94.86
2012-10-01,130.60,583.50,120.30,11000.00,172.41,22.80,277.60,210.80,9.19,274.30,82.45,68.30,37.08,233.00,78.90,40.50,89.50,255.70,26.00,117.00,73.00,152.00,209.60,569.00,2.96,6.20,1.63,3.26,60.81,50.77,84.69,95.15
2012-09-28,134.00,582.50,122.00,11020.00,172.42,22.91,278.00,210.00,9.08,272.60,81.55,68.05,37.40,233.30,78.86,40.00,88.00,255.00,26.15,117.40,74.00,152.60,210.10,570.00,3.12,6.25,1.59,3.29,60.20,51.73,84.67,95.20
2012-09-27,133.00,582.00,122.60,10760.00,172.48,23.01,277.20,208.50,9.36,274.40,82.05,69.20,37.57,232.00,79.81,40.63,87.50,253.30,26.65,117.00,75.00,153.60,213.20,578.00,3.05,6.25,1.59,3.30,60.26,52.41,84.95,95.25
2012-09-26,132.80,587.50,122.80,10840.00,172.66,22.68,278.00,209.50,9.30,277.90,81.80,69.65,37.64,232.40,80.43,40.43,87.00,254.40,26.50,118.20,75.00,154.90,215.60,592.00,3.00,6.20,1.60,3.29,61.08,53.29,85.41,95.63
2012-09-25,132.10,586.00,121.30,10930.00,172.42,22.61,276.60,212.10,9.29,279.40,81.40,69.60,37.35,237.50,80.68,40.70,83.00,255.70,26.20,117.30,82.00,154.00,224.70,598.00,3.05,6.25,1.60,3.29,60.95,53.01,84.64,95.06
2012-09-24,131.70,594.00,122.30,11100.00,171.89,22.55,278.70,213.10,9.94,279.70,81.95,69.95,37.60,241.50,80.93,40.70,85.00,255.70,26.15,118.90,80.50,155.80,221.20,599.00,3.05,6.20,1.59,3.29,61.27,53.05,84.28,94.98
2012-09-21,131.60,597.00,124.90,11040.00,11040.00,11040.00,286.00,214.70,9.80,278.30,82.60,70.60,70.60,243.40,243.40,243.40,85.00,256.10,26.55,118.40,83.50,157.70,229.40,611.00,3.02,6.20,1.60,3.30,61.60,61.60,61.60,61.60
2012-09-20,131.10,601.50,124.80,11140.00,178.73,22.54,287.10,212.30,10.50,278.00,81.70,70.65,38.13,247.60,81.01,40.76,85.50,256.40,26.30,120.00,84.00,156.50,227.50,615.00,3.04,6.25,1.59,3.30,60.95,52.92,84.22,94.66
2012-09-19,133.30,607.00,123.90,11090.00,177.90,22.50,283.30,212.40,10.44,279.70,81.15,70.50,38.45,255.80,81.11,40.63,87.00,260.60,26.55,120.10,87.50,154.50,227.00,607.00,3.33,6.10,1.59,3.28,60.50,52.62,83.34,94.28
2012-09-18,131.00,597.50,122.70,10950.00,179.51,22.82,276.10,209.70,10.12,279.00,79.90,69.20,38.31,254.90,81.21,40.20,85.50,258.00,26.25,122.10,87.50,146.00,222.70,593.00,3.30,6.25,1.62,3.28,59.83,52.13,83.83,93.97
2012-09-17,127.60,597.00,121.30,10890.00,176.56,22.56,273.30,207.50,10.24,282.80,80.00,69.15,38.94,249.90,80.22,40.03,84.50,254.50,25.85,121.30,92.00,141.10,220.50,585.00,3.33,6.25,1.60,3.27,59.63,52.04,83.35,93.63
2012-09-14,130.00,595.00,121.20,10850.00,178.69,22.58,268.00,205.50,10.24,279.00,79.30,68.45,38.00,253.10,79.44,39.93,83.50,252.40,26.05,121.60,88.50,141.40,218.20,587.00,3.35,6.40,1.60,3.20,59.39,51.06,82.69,92.97
2012-09-13,130.00,591.00,122.20,10910.00,178.65,22.66,267.70,206.50,10.16,277.50,79.10,68.55,38.36,254.50,79.94,39.65,84.00,253.00,25.45,122.90,86.00,147.90,225.90,582.00,3.36,6.40,1.59,3.35,59.97,51.49,84.52,94.44
2012-09-12,130.50,594.00,121.70,10950.00,179.61,22.87,268.00,206.70,10.18,279.60,80.00,69.15,38.71,261.00,79.95,40.15,83.50,254.30,25.70,123.70,84.00,149.30,235.80,588.00,3.35,6.35,1.55,3.23,59.74,52.11,84.78,94.44
2012-09-11,130.40,592.00,121.70,10960.00,177.67,23.12,267.50,217.50,10.40,278.60,78.00,68.20,38.11,262.00,79.08,41.03,83.50,252.30,25.55,125.70,86.00,146.10,231.00,607.00,3.42,6.25,1.52,3.29,59.26,51.74,83.65,94.14
2012-09-10,127.90,592.00,121.50,10980.00,177.36,22.76,267.40,219.20,10.42,277.80,77.35,67.75,37.61,265.10,79.09,39.91,83.50,251.50,24.55,131.00,85.00,147.00,221.30,603.00,3.22,6.25,1.53,3.20,59.41,50.71,84.02,93.11
2012-09-07,125.90,579.00,120.20,10900.00,175.88,22.49,262.00,215.20,10.80,276.30,76.70,66.55,37.22,258.00,78.50,39.51,82.00,250.50,23.95,130.50,82.00,144.10,221.40,612.00,3.15,6.20,1.49,3.17,58.54,50.91,82.30,91.16
2012-09-06,127.00,572.00,119.40,10890.00,176.03,22.53,261.70,215.00,10.74,278.50,77.20,66.70,36.69,260.00,78.08,39.82,82.00,250.30,24.00,129.00,83.00,146.40,216.20,617.00,3.10,6.15,1.50,3.15,58.85,50.97,82.37,91.35
2012-09-05,126.60,580.00,120.40,10850.00,176.24,22.78,267.50,216.60,10.34,283.10,76.80,67.10,36.89,259.70,77.74,39.72,82.50,248.90,23.75,128.00,84.50,149.90,219.50,612.00,3.09,6.15,1.45,3.10,59.67,50.90,81.69,91.37
2012-09-04,126.00,572.00,119.30,10850.00,175.09,22.99,264.70,213.40,10.36,286.40,76.10,66.75,36.52,258.00,77.25,39.84,79.00,249.50,24.20,127.60,85.50,145.30,215.00,601.00,3.20,6.15,1.44,3.10,58.98,50.69,80.91,90.66
2012-09-03,126.20,573.00,120.30,11070.00,175.97,23.27,267.10,215.60,10.58,288.10,76.15,67.80,36.58,257.90,77.94,39.84,77.00,250.60,24.50,128.40,85.00,153.00,216.70,602.00,3.13,6.15,1.37,3.05,59.44,51.96,82.38,92.64
2012-08-31,127.80,584.00,121.00,11210.00,179.68,23.36,273.60,219.90,10.70,290.90,76.90,68.65,36.25,259.50,77.24,39.36,79.00,252.00,24.00,130.00,85.00,156.50,221.60,598.00,3.14,6.20,1.33,3.15,61.02,51.88,81.90,91.98
2012-08-30,129.00,586.00,123.70,11310.00,180.02,23.30,278.10,230.40,10.38,291.60,77.50,70.10,36.80,270.50,77.43,39.51,75.50,261.10,23.70,133.50,84.50,156.60,222.50,592.00,3.13,6.25,1.34,3.08,61.45,52.21,81.84,92.09
2012-08-29,130.50,586.50,124.30,11510.00,179.90,23.70,280.30,228.50,10.44,296.00,77.65,70.60,36.62,274.00,77.87,39.05,75.50,263.30,23.80,134.30,83.00,157.00,217.40,607.00,3.04,6.40,1.34,3.08,61.84,52.41,81.31,92.03
2012-08-28,130.50,586.50,124.30,11510.00,180.02,23.75,280.30,228.50,10.42,296.00,77.65,70.60,37.08,274.00,78.01,39.77,75.50,263.30,24.30,134.30,83.00,157.00,217.40,607.00,3.04,6.40,1.34,3.08,61.84,52.43,81.31,92.06
2012-08-27,130.50,586.50,124.30,11510.00,11510.00,11510.00,280.30,228.50,10.42,296.00,77.65,70.60,70.60,274.00,274.00,274.00,75.50,263.30,24.30,134.30,83.00,157.00,217.40,607.00,3.04,6.40,1.34,3.08,61.84,61.84,61.84,61.84
2012-08-24,130.50,586.50,124.30,11510.00,180.91,23.88,280.30,228.50,10.42,296.00,77.65,70.60,37.44,274.00,78.39,39.71,75.50,263.30,24.30,134.30,83.00,157.00,217.40,607.00,3.04,6.40,1.34,3.08,61.84,52.35,81.76,92.54
2012-08-23,132.30,596.00,124.30,11740.00,182.63,23.99,290.30,229.90,10.86,298.40,79.05,71.35,37.29,283.20,78.47,39.89,77.00,266.20,24.45,135.50,84.00,159.80,214.90,616.00,2.94,6.35,1.35,3.07,62.08,52.26,82.01,92.35
