Dates,GN.co,CARL-B.co,DANSKE.co,MAERSK-B.co,NVO,STO,FLS.co,NZYM-B.co,0384.hk,HM-B.st,ERIC-B.st,NDA-DKK.co,MSFT,DNORD.co,WMT,TEVA,EAC.co,NKT.co,1088.hk,LUN.co,BAVA.co,VWS.co,GEN.co,ALK-B.co,TOPO.co,TKDV.co,TORM.co,NEUR.co,SAP.de,C,PG,JNJ
2014-04-10,65.40,497.70,87.30,8208.00,145.90,25.67,358.80,149.80,3.85,229.70,63.55,47.30,31.16,154.00,59.42,41.81,148.50,240.00,30.75,109.00,46.10,43.70,42.83,398.00,2.97,14.10,2.04,10.00,48.87,29.35,63.68,64.34
2014-04-09,64.65,484.30,83.30,7976.00,142.29,25.23,348.40,152.20,3.85,224.60,61.45,45.69,30.68,151.40,59.07,40.67,146.00,229.30,30.70,118.60,44.10,42.12,41.25,388.00,2.99,14.30,1.98,9.75,48.81,28.14,63.58,63.93
2014-04-08,65.85,486.00,82.40,8064.00,138.90,25.11,319.00,150.00,3.87,225.70,61.50,44.96,30.21,151.00,59.35,40.34,146.50,225.00,30.60,115.10,44.60,40.72,41.00,390.00,2.99,14.20,2.00,9.55,48.12,27.79,63.72,63.61
2014-04-07,66.25,487.50,81.65,7568.00,141.72,24.97,316.60,153.90,3.80,220.30,61.25,44.46,29.90,150.50,59.19,40.00,144.00,216.80,29.35,117.40,44.30,39.00,42.87,380.00,3.09,14.80,2.16,9.40,47.83,26.92,64.29,63.71
2014-04-04,66.25,487.50,81.65,7568.00,140.71,23.45,316.60,153.90,3.83,220.30,61.25,44.46,29.72,150.50,61.68,38.79,144.00,216.80,29.30,117.40,44.30,39.00,42.87,380.00,3.09,14.80,2.16,9.40,47.51,26.41,63.96,63.55
2014-04-03,66.25,487.50,81.65,7568.00,141.48,22.97,316.60,153.90,3.79,213.00,60.50,44.46,29.27,150.50,62.43,38.90,144.00,216.80,28.30,117.40,44.30,39.00,42.87,380.00,3.09,14.80,2.16,9.40,46.38,26.01,63.52,63.35
2014-04-02,68.05,458.90,80.00,7600.00,145.07,23.53,321.80,154.50,3.78,215.80,61.60,43.27,29.75,153.40,63.04,38.98,145.00,215.00,28.65,123.90,43.30,38.10,42.09,372.50,3.06,14.70,2.16,8.90,46.81,26.25,63.39,63.47
2014-04-01,68.00,459.10,84.75,7628.00,144.53,23.28,337.20,152.80,3.80,220.30,62.20,45.22,29.76,158.60,63.73,39.18,146.50,219.20,28.55,126.20,45.30,39.07,42.38,378.00,3.08,14.70,2.05,8.90,47.81,26.92,63.15,63.52
2014-03-31,67.10,450.40,81.45,7404.00,141.47,23.13,318.40,154.60,3.76,214.30,60.90,44.14,29.11,154.30,64.58,38.58,143.00,212.30,28.10,125.00,45.50,37.71,42.41,381.50,3.00,14.60,2.15,8.50,47.38,27.15,62.39,63.27
2014-03-28,67.60,449.60,82.05,7424.00,139.91,23.02,323.70,160.40,3.81,216.70,62.30,45.10,29.07,159.40,65.07,38.69,146.00,213.00,27.75,122.40,46.20,37.62,43.10,376.50,3.00,14.40,2.15,7.60,46.17,26.66,62.57,63.10
2014-03-27,68.15,451.20,82.15,7356.00,140.61,23.24,323.20,163.10,3.88,218.20,61.95,45.15,29.06,158.90,65.31,38.61,146.50,216.00,27.50,124.20,48.50,37.45,42.63,378.00,2.95,14.10,2.14,7.40,45.79,26.47,62.49,62.51
2014-03-26,68.15,451.20,82.15,7356.00,7356.00,7356.00,323.20,163.10,3.83,217.30,62.10,45.15,45.15,158.90,158.90,158.90,146.50,216.00,27.85,124.20,48.50,37.45,42.63,378.00,2.95,14.10,2.14,7.40,46.17,46.17,46.17,46.17
2014-03-25,69.95,462.50,81.40,7520.00,138.63,23.29,334.80,163.80,3.82,220.40,64.70,44.97,29.56,159.40,65.68,38.10,144.00,217.20,28.90,126.50,48.50,38.31,43.00,373.50,3.05,14.00,2.33,6.15,46.75,27.02,62.95,62.59
2014-03-24,70.00,449.40,79.30,7360.00,135.80,22.69,326.80,162.00,3.83,217.20,62.70,44.45,29.34,158.20,65.44,39.20,140.50,212.00,28.45,127.50,46.70,40.24,42.21,371.50,3.10,14.20,2.07,6.35,45.93,26.00,62.32,62.21
2014-03-21,70.35,447.80,79.55,7456.00,133.79,22.70,315.70,161.10,3.84,215.80,61.70,44.26,29.19,155.80,65.82,39.19,139.50,209.40,27.35,124.50,47.50,36.78,42.00,382.00,3.43,14.10,2.03,5.60,46.40,26.51,62.29,62.43
2014-03-20,68.00,427.30,75.80,7224.00,130.79,22.26,300.70,156.30,3.83,211.10,60.95,43.36,28.45,151.40,65.55,39.01,135.50,198.70,27.45,123.50,46.20,34.38,41.50,367.50,3.32,13.90,2.03,5.00,44.69,25.39,61.55,61.78
2014-03-19,67.50,416.00,76.90,7044.00,130.75,22.27,299.90,155.50,3.70,207.70,60.30,43.82,28.55,150.00,65.99,38.92,132.00,199.80,26.30,124.20,47.00,32.43,42.95,360.50,3.19,13.70,2.20,4.14,44.15,24.82,61.40,62.34
2014-03-18,67.50,416.00,76.90,7044.00,131.09,22.15,299.90,155.50,3.66,208.50,60.75,43.82,28.51,150.00,65.50,39.05,132.00,199.80,25.85,124.20,47.00,32.43,42.95,360.50,3.19,13.70,2.20,4.14,44.35,25.75,61.17,62.21
2014-03-17,68.35,436.90,79.35,7228.00,135.49,22.82,308.00,158.20,3.69,208.50,60.75,44.80,29.35,153.50,65.93,39.62,133.50,202.50,25.15,124.50,48.60,31.54,42.69,359.50,3.26,13.70,2.19,3.29,45.43,27.14,61.80,62.80
2014-03-14,70.40,437.70,83.15,7488.00,135.42,22.76,323.30,160.10,3.65,215.60,61.70,45.80,29.23,160.80,65.87,39.02,135.00,209.70,24.70,124.50,49.40,31.93,43.34,359.00,3.35,14.00,2.25,3.33,45.38,26.91,62.76,62.80
2014-03-13,70.55,430.70,81.80,7412.00,133.05,22.76,314.90,159.50,3.65,214.30,61.15,46.17,29.65,158.80,68.22,39.20,137.50,202.90,25.20,123.80,49.80,32.67,42.98,359.50,3.47,13.90,2.30,4.30,45.51,27.77,62.75,62.98
2014-03-12,72.00,427.20,83.15,7464.00,134.26,22.48,313.70,161.40,3.60,215.60,61.70,46.51,28.90,158.70,67.53,38.94,138.00,202.30,25.95,124.10,49.10,30.54,43.15,358.00,3.46,14.10,2.33,3.92,46.22,26.48,62.54,62.12
2014-03-11,70.40,422.50,81.20,7400.00,136.58,22.90,307.00,160.00,3.73,215.20,63.00,46.82,29.29,154.90,67.72,38.81,133.00,196.70,25.90,122.70,49.40,29.70,43.20,349.00,3.39,14.10,2.18,3.80,46.01,27.62,62.76,63.08
2014-03-10,71.10,422.80,80.25,7340.00,136.30,22.70,298.20,160.70,3.71,219.40,63.00,47.20,29.13,154.00,67.07,38.54,135.00,193.40,26.75,121.40,48.20,29.82,43.01,349.00,3.24,14.20,2.17,4.00,46.05,27.67,62.57,64.45
2014-03-07,71.20,427.90,79.60,7256.00,136.87,22.89,294.10,158.50,3.65,220.00,62.00,46.84,29.34,151.50,67.63,38.22,135.00,189.70,26.60,122.50,46.30,29.40,44.59,350.00,3.40,14.00,2.06,3.81,45.67,27.91,63.18,65.45
2014-03-06,71.55,437.10,80.35,7488.00,135.98,23.54,306.00,158.80,3.70,224.60,62.35,47.17,30.02,153.70,67.75,37.87,140.00,192.40,27.45,121.40,46.30,29.60,44.15,348.50,3.36,14.00,2.14,3.94,46.47,28.31,62.88,66.01
2014-03-05,73.25,435.10,78.60,7452.00,138.13,23.28,309.10,161.10,3.75,226.40,63.30,47.26,29.84,154.90,68.12,37.95,141.00,189.20,27.85,121.20,47.50,29.38,45.60,350.00,3.47,13.80,2.17,3.95,46.69,27.55,62.29,66.30
2014-03-04,73.95,435.00,80.20,7600.00,140.51,23.70,315.50,164.20,3.78,230.40,64.50,48.44,30.70,155.40,67.81,38.00,141.00,186.00,27.85,124.00,48.50,30.60,50.05,355.00,3.46,14.20,2.24,3.95,47.68,28.50,62.21,66.72
2014-03-03,74.00,449.10,81.25,7720.00,140.33,23.88,319.40,164.10,3.81,241.50,64.80,48.95,30.93,159.20,68.52,37.78,140.00,188.80,27.55,122.00,49.40,30.80,48.80,345.50,3.55,14.00,2.14,3.80,47.67,28.86,60.39,67.00
2014-02-28,74.50,445.20,80.90,7668.00,138.07,22.80,324.10,163.10,3.79,246.20,63.60,48.84,30.14,154.50,67.70,37.74,141.00,194.00,26.70,121.70,49.00,31.65,51.45,353.50,3.54,14.10,2.14,3.90,46.40,27.83,59.75,66.39
2014-02-27,73.95,447.50,80.10,7640.00,139.16,22.90,318.00,162.00,3.72,246.20,63.60,48.07,30.70,153.80,67.30,38.01,138.00,188.00,26.10,122.20,48.70,30.32,53.30,349.00,3.45,13.80,2.13,3.89,45.74,27.99,59.83,66.63
2014-02-26,71.65,437.90,79.30,7408.00,136.60,22.41,308.80,160.90,3.73,242.30,62.00,47.50,29.87,151.60,68.18,39.72,135.00,183.00,25.65,119.20,48.00,30.16,54.90,350.00,3.51,14.00,2.08,3.98,45.05,26.75,59.31,66.50
2014-02-25,68.85,432.00,77.95,7276.00,137.56,22.42,302.50,156.70,3.68,242.90,61.30,47.07,30.02,147.70,68.58,39.31,134.00,176.20,26.20,117.80,48.70,28.99,54.80,351.50,3.52,14.00,2.15,3.80,45.13,26.73,59.27,66.42
2014-02-24,70.30,448.20,79.05,7328.00,139.87,22.99,306.80,150.70,3.87,243.40,61.15,48.27,30.17,148.80,68.59,39.04,140.00,180.80,26.15,118.40,48.90,28.95,55.05,352.00,3.47,14.00,2.10,3.28,45.76,27.10,59.98,66.84
2014-02-21,69.15,441.40,78.25,7332.00,140.95,22.85,306.00,148.90,3.81,242.10,60.60,47.02,29.91,148.30,68.30,39.14,140.00,181.90,26.20,118.20,49.00,30.02,58.90,346.00,3.64,14.20,2.18,2.86,44.97,26.39,60.29,66.94
2014-02-20,70.85,461.20,81.40,7688.00,145.34,23.86,320.00,151.80,3.86,247.40,63.05,50.00,30.59,155.40,69.72,39.44,143.00,190.00,27.05,121.00,49.70,32.42,58.45,348.00,1.46,14.00,2.12,3.18,46.54,27.41,61.25,67.56
2014-02-19,73.05,472.50,83.30,7764.00,147.47,24.26,326.60,150.90,3.86,246.80,62.80,50.90,30.56,155.60,69.35,39.25,148.50,193.00,27.05,123.80,50.50,29.79,56.50,357.00,1.27,13.80,2.26,3.25,47.54,27.46,61.19,68.00
2014-02-18,74.50,478.60,83.60,8048.00,148.83,24.64,338.90,152.30,3.87,247.70,63.90,51.40,30.76,157.90,70.75,40.05,147.00,198.40,28.15,125.00,50.00,29.62,56.25,363.00,1.29,13.80,2.11,3.50,47.87,27.65,61.36,68.04
2014-02-17,74.15,474.60,84.00,8128.00,8128.00,8128.00,340.50,153.80,3.89,247.60,63.45,52.20,52.20,158.30,158.30,158.30,147.00,198.90,28.95,125.10,50.00,29.92,56.50,385.00,1.14,13.60,2.16,3.50,47.60,47.60,47.60,47.60
2014-02-14,74.65,468.40,84.05,8040.00,147.41,23.80,339.00,156.10,3.92,245.00,62.90,52.40,30.70,156.20,71.08,40.16,148.50,196.40,29.05,123.30,51.00,30.21,57.00,387.50,1.27,13.60,2.21,3.45,47.66,26.84,61.35,67.78
2014-02-13,74.65,472.90,83.55,7808.00,146.81,23.27,331.00,153.50,3.92,244.60,62.45,51.90,30.19,154.50,71.36,39.30,145.00,188.60,29.50,121.00,50.00,28.54,56.80,385.00,1.25,13.60,2.14,3.57,45.55,26.36,61.28,67.64
2014-02-12,72.85,470.40,83.80,7748.00,147.35,23.27,327.50,151.20,3.95,243.40,62.30,51.40,30.00,154.20,71.76,39.25,146.00,183.40,28.75,120.60,50.00,27.85,59.20,385.00,1.32,13.80,2.15,3.54,44.71,26.11,61.55,67.78
2014-02-11,73.90,477.50,85.35,7932.00,147.39,23.29,337.60,154.90,4.00,244.30,62.35,51.90,29.74,153.00,72.11,39.29,144.00,184.20,28.35,120.30,49.60,26.37,59.45,381.00,1.31,13.60,2.16,3.68,45.35,25.88,61.73,67.88
2014-02-10,73.20,466.90,85.80,7860.00,146.15,23.48,333.50,152.80,4.01,244.20,62.20,52.30,29.30,152.10,72.26,39.43,144.00,183.30,28.50,120.00,52.00,25.28,59.50,380.00,1.29,13.50,2.18,3.70,46.27,25.87,61.40,67.90
2014-02-07,72.70,465.00,85.00,7800.00,146.04,23.02,331.00,150.50,3.98,244.00,60.00,51.30,28.63,152.20,72.31,40.07,141.50,183.60,28.25,119.60,51.50,25.10,63.00,379.50,1.25,13.70,2.29,3.75,47.50,25.28,63.70,67.71
2014-02-06,74.00,465.00,86.10,7996.00,146.66,23.38,337.50,150.30,3.98,246.80,60.60,52.15,29.39,155.10,73.18,40.38,144.00,185.80,28.70,119.80,52.50,25.11,64.25,380.00,1.22,13.50,2.36,5.00,48.90,26.65,65.09,68.61
2014-02-05,74.70,470.30,88.85,8064.00,147.80,23.49,339.60,153.00,4.00,244.10,59.65,52.75,29.44,156.60,72.98,41.14,145.50,188.70,28.30,120.00,53.50,25.23,63.80,389.50,1.19,13.50,2.57,8.50,49.03,26.81,64.81,68.45
2014-02-04,74.90,476.20,88.05,8192.00,148.73,23.61,336.30,151.50,4.00,242.80,58.90,53.05,29.66,155.90,73.10,42.34,144.50,188.00,28.85,120.50,54.00,25.44,63.10,387.00,1.20,13.50,2.50,9.95,49.05,27.38,65.35,69.00
2014-02-03,74.80,473.50,90.00,8296.00,147.50,23.73,336.00,154.40,4.01,245.20,60.20,54.10,30.45,153.80,72.85,42.13,146.00,190.00,27.95,123.40,54.00,26.16,63.00,391.00,1.20,14.90,2.75,8.80,50.48,27.10,64.82,69.37
2014-01-31,75.20,482.80,91.05,8416.00,148.38,23.96,351.40,158.80,3.99,249.60,62.15,55.25,30.67,156.00,71.53,41.82,146.50,197.80,28.40,125.50,55.50,26.76,64.10,395.00,1.20,14.80,3.75,9.15,51.00,26.59,64.92,69.53
2014-01-30,75.15,481.30,90.05,8288.00,147.01,24.20,343.80,153.70,4.01,247.60,60.75,54.15,30.12,152.40,72.25,41.61,144.50,192.90,28.50,128.00,53.50,26.31,63.00,392.00,1.21,14.20,3.91,8.65,50.58,25.87,64.73,68.63
2014-01-29,72.85,470.00,86.60,7960.00,145.03,23.80,325.00,149.40,3.97,242.30,59.55,52.70,29.28,149.00,71.85,40.73,141.50,185.50,27.80,125.00,52.50,25.21,61.70,389.00,1.17,14.60,3.76,7.50,49.06,25.34,64.39,68.11
2014-01-28,73.40,481.40,86.40,8040.00,144.17,23.24,331.60,148.80,4.00,240.40,59.75,53.15,29.15,148.50,72.14,40.49,142.00,185.40,27.40,122.30,54.00,25.13,64.40,383.50,1.18,14.30,3.89,7.55,50.77,25.24,64.02,67.35
2014-01-27,73.30,494.00,86.75,8048.00,146.09,23.27,336.40,148.50,4.05,242.80,60.70,53.10,28.83,148.30,72.08,40.48,142.50,189.80,27.15,118.80,53.50,25.01,64.10,383.00,1.15,14.20,3.82,7.40,50.44,25.79,64.02,67.53
2014-01-24,72.65,494.00,88.00,8192.00,149.69,24.12,352.00,148.30,4.07,247.50,61.80,54.70,29.16,145.50,73.67,40.48,142.50,190.50,27.45,120.40,54.00,25.08,64.05,388.00,1.14,14.70,3.90,7.40,51.41,26.28,64.56,68.74
2014-01-23,72.95,518.00,89.60,8352.00,153.80,24.28,361.00,150.20,4.12,248.90,62.40,55.30,29.76,146.00,74.52,41.33,144.00,194.10,28.40,121.60,54.00,25.12,63.70,388.00,1.11,15.00,3.90,7.25,52.22,27.30,65.09,69.52
2014-01-22,72.90,518.00,90.20,8424.00,153.39,24.28,366.60,152.10,4.09,250.00,62.50,56.90,29.64,150.50,74.98,41.22,143.50,195.80,29.15,121.80,54.00,25.95,62.80,389.50,1.17,14.80,3.96,7.10,52.30,27.14,65.10,69.45
2014-01-21,72.35,490.30,90.00,8392.00,154.54,23.79,365.00,149.30,4.10,251.70,63.40,56.65,29.47,148.50,74.43,40.89,143.00,192.00,29.10,120.00,52.50,28.96,62.10,383.50,1.21,15.00,3.90,6.75,51.86,27.13,64.54,69.22
2014-01-20,71.70,503.50,87.80,8272.00,153.48,23.92,361.40,148.40,4.22,254.10,63.80,56.65,29.41,146.40,73.62,40.87,146.00,193.40,29.30,119.20,53.00,26.65,62.00,385.00,1.21,15.40,3.98,6.95,51.56,26.78,64.01,69.38
2014-01-17,70.90,499.90,88.05,8224.00,152.00,23.66,352.30,145.20,4.25,254.10,63.35,56.75,29.19,147.00,74.05,39.55,143.00,188.30,29.00,117.60,52.00,27.43,62.20,386.50,1.17,15.00,3.99,6.75,51.26,26.18,63.51,68.45
2014-01-16,72.00,503.50,89.00,8384.00,156.22,24.35,354.90,148.60,4.27,255.70,64.45,57.70,29.75,147.30,74.55,39.51,146.00,192.00,29.25,118.50,53.00,27.79,63.50,400.00,1.17,15.10,3.90,6.70,52.59,27.40,65.50,69.12
2014-01-15,74.10,513.00,90.00,8480.00,157.15,24.46,367.00,145.10,4.26,251.70,63.50,57.20,29.95,151.60,74.28,40.50,147.50,197.30,29.75,118.20,52.00,28.11,63.30,399.00,1.14,14.90,3.98,6.70,52.90,28.56,65.81,68.84
2014-01-14,74.10,514.00,96.05,8496.00,154.86,25.15,365.40,145.60,4.21,249.60,63.85,56.45,30.26,150.20,73.99,40.39,148.00,197.50,29.85,118.40,53.00,28.20,63.65,396.00,1.14,15.20,3.96,6.70,52.38,28.89,66.22,68.29
2014-01-13,73.95,519.00,95.50,8424.00,154.41,25.19,358.40,150.20,4.20,249.90,64.70,57.70,30.33,148.60,74.31,40.25,150.00,199.00,30.40,111.00,53.00,28.02,63.90,399.00,1.11,14.90,3.96,6.80,52.55,28.86,66.72,68.35
2014-01-10,77.50,516.00,97.90,8352.00,155.61,25.20,360.20,153.00,4.24,250.00,64.90,58.35,30.50,148.20,73.85,41.15,149.00,206.50,30.20,110.00,52.50,28.77,63.90,397.00,1.08,15.20,3.80,7.00,52.59,28.86,66.73,68.32
2014-01-09,75.70,512.00,98.60,8152.00,155.70,25.25,362.00,147.80,4.30,247.50,65.10,57.85,30.42,147.10,73.68,41.15,148.50,200.00,30.40,109.30,52.50,29.29,62.40,396.00,1.10,15.10,3.65,6.95,51.65,28.90,66.77,68.64
2014-01-08,75.30,509.50,102.00,8120.00,155.45,24.96,359.60,148.10,4.27,246.70,64.65,57.40,30.39,147.20,73.40,40.69,147.00,201.20,30.15,108.70,52.00,29.05,63.80,395.00,1.09,15.00,3.89,7.20,51.79,28.78,66.48,68.46
2014-01-07,76.75,509.00,101.00,8376.00,158.99,25.05,366.20,150.00,4.21,248.00,64.15,57.65,30.13,149.60,74.01,40.64,146.00,196.80,30.65,108.60,52.00,29.32,63.30,397.00,1.10,15.00,3.60,7.00,52.35,28.77,66.73,68.64
2014-01-06,77.25,520.00,101.10,8352.00,159.37,25.14,350.50,150.70,4.24,248.30,64.50,58.00,30.20,143.00,74.45,40.50,149.50,195.60,30.15,109.30,52.00,29.22,62.70,395.50,1.09,15.10,3.89,7.25,52.07,28.74,66.64,68.35
2014-01-03,76.55,515.00,100.60,8296.00,158.19,25.20,355.30,158.00,4.23,248.40,65.25,57.55,30.78,143.00,72.15,40.65,139.00,196.70,29.80,109.20,51.00,30.40,64.20,381.00,1.10,15.10,3.80,7.50,51.94,28.82,67.00,68.20
2014-01-02,77.15,511.00,100.50,8328.00,156.47,25.17,357.40,157.70,4.24,250.00,67.45,58.25,30.90,142.10,71.99,40.42,129.00,198.80,30.25,108.80,51.50,32.50,65.10,381.00,1.12,15.10,3.75,7.70,51.99,29.03,67.00,67.80
2014-01-01,76.75,510.00,100.00,8272.00,156.96,25.23,354.40,158.90,4.20,249.30,66.75,57.75,30.74,141.60,72.30,40.72,125.00,199.20,30.25,108.20,52.50,32.14,65.05,374.00,1.12,15.10,3.34,8.00,52.46,29.98,66.75,67.70
2013-12-31,77.20,514.50,101.00,8360.00,155.60,25.48,361.60,163.20,4.19,247.90,65.90,57.70,30.80,143.80,71.43,40.40,126.50,207.00,30.50,108.00,49.80,33.94,66.00,370.00,1.15,15.60,3.15,8.00,52.86,30.73,66.77,67.78
2013-12-30,76.55,507.00,100.20,8256.00,156.18,25.46,350.50,163.30,4.13,242.00,64.65,56.20,30.54,142.30,71.77,40.38,125.00,209.00,29.80,108.20,48.20,31.77,69.95,372.00,1.14,15.00,2.75,7.90,51.97,30.49,66.85,67.75
2013-12-27,76.00,508.50,102.00,8248.00,156.54,25.22,346.20,163.50,4.18,241.30,64.95,55.55,30.26,142.20,71.56,40.43,125.00,210.00,30.45,107.70,48.20,33.37,69.85,379.50,1.12,15.10,2.85,7.80,51.38,29.59,66.68,67.74
2013-12-26,76.50,508.50,101.10,8032.00,156.38,25.16,342.00,163.50,4.15,244.00,64.30,55.80,30.56,140.90,72.11,40.41,124.50,191.10,29.50,108.30,51.00,32.91,69.50,375.00,1.16,15.10,2.86,7.70,51.69,29.83,67.02,67.60
2013-12-25,76.70,513.00,101.30,8104.00,156.23,25.31,349.90,163.00,4.18,245.50,65.00,56.60,30.69,141.30,72.50,40.40,124.50,188.00,28.95,108.20,52.00,33.91,69.65,378.00,1.15,15.10,2.80,7.60,52.54,29.69,67.11,67.49
2013-12-24,76.80,513.00,101.00,7992.00,156.54,25.45,337.00,160.20,4.16,239.10,62.80,55.15,30.63,140.50,72.41,40.16,124.00,181.80,29.10,108.50,50.50,40.19,68.15,377.50,1.27,15.10,2.74,7.05,51.78,29.34,66.99,67.51
2013-12-23,77.85,515.00,101.50,8040.00,156.74,25.39,338.30,165.00,4.16,241.80,63.65,54.95,30.65,141.30,72.77,40.20,123.50,186.00,28.80,108.80,49.50,38.18,67.85,377.50,1.18,15.30,2.76,7.05,52.04,29.91,66.87,67.37
2013-12-20,79.60,509.00,101.50,7812.00,156.26,25.21,328.60,164.70,4.18,239.80,62.15,54.35,30.32,141.40,72.25,39.56,122.00,185.70,28.75,108.60,49.00,39.65,78.75,375.00,1.07,15.30,2.85,3.72,51.52,29.65,66.88,67.21
2013-12-19,80.15,513.00,103.00,7748.00,157.11,25.57,333.10,164.30,4.24,239.60,62.00,54.95,30.82,143.80,72.60,39.58,121.50,193.90,28.25,109.20,48.10,41.24,78.50,376.00,0.96,15.10,2.98,3.02,52.41,29.71,67.19,67.43
2013-12-18,80.55,523.00,104.50,7828.00,7828.00,7828.00,335.00,168.00,4.23,239.80,61.90,54.40,54.40,144.20,144.20,144.20,125.00,195.10,28.25,108.90,48.10,44.35,83.30,376.00,0.97,15.10,2.85,2.92,53.03,53.03,53.03,53.03
2013-12-17,80.10,520.50,103.10,7760.00,157.07,25.49,328.20,165.90,4.30,238.80,60.75,53.35,30.39,142.70,73.51,39.70,123.00,195.00,27.85,107.90,48.00,48.50,79.70,374.00,0.99,15.20,2.86,3.15,52.38,29.70,67.40,67.26
2013-12-16,81.50,523.50,102.70,7776.00,158.72,25.20,327.00,167.10,4.27,238.40,60.50,53.65,30.39,142.70,73.55,39.51,123.00,194.70,26.70,108.00,48.00,44.50,80.00,372.00,1.02,15.10,2.92,3.20,53.15,29.77,67.29,67.27
2013-12-13,84.15,533.00,105.70,7884.00,160.83,25.72,338.60,169.50,4.27,240.90,61.20,55.50,31.35,143.90,74.81,39.85,125.50,204.20,27.05,108.80,48.50,45.66,80.50,375.00,1.07,15.20,2.90,3.11,53.93,31.12,68.24,67.84
2013-12-12,81.45,528.50,106.40,8000.00,159.89,25.99,346.80,166.50,4.29,240.90,61.00,56.20,30.95,145.30,73.82,40.42,125.00,207.70,28.70,107.30,48.10,45.95,80.00,372.50,1.08,15.30,2.83,3.23,53.79,32.07,68.52,67.88
2013-12-11,81.50,527.50,106.90,8032.00,157.85,25.69,348.50,165.50,4.30,241.40,61.10,55.90,30.72,145.00,73.51,40.62,126.00,204.50,29.00,105.00,48.50,46.65,79.25,375.00,1.10,15.10,2.75,3.28,53.51,31.83,68.51,68.18
2013-12-10,83.35,525.50,106.80,7992.00,158.89,25.97,346.30,165.80,4.28,242.30,61.75,55.90,30.79,146.50,74.06,40.61,125.50,205.00,29.10,106.30,48.30,43.80,77.00,371.00,1.10,15.00,2.83,3.49,53.70,32.66,68.26,68.20
2013-12-09,84.40,523.00,109.40,8056.00,154.31,25.82,348.00,165.50,4.29,241.90,62.30,56.55,30.78,154.20,74.07,40.32,128.00,208.70,29.80,103.80,48.00,39.90,74.15,371.00,1.07,15.30,2.80,4.00,54.40,33.05,68.10,68.15
2013-12-06,85.00,511.00,107.80,7956.00,155.74,26.39,345.00,164.00,4.30,243.00,62.20,55.95,30.94,153.40,75.14,40.67,126.00,206.40,30.10,103.50,48.20,34.55,73.85,371.00,1.04,15.10,2.82,3.99,54.50,34.45,68.91,68.99
2013-12-05,85.10,524.50,112.00,8352.00,153.53,26.99,365.80,163.50,4.30,247.10,63.35,57.00,31.21,155.70,74.50,40.70,123.50,210.00,31.40,103.90,47.80,36.51,73.80,371.00,1.08,15.20,2.81,4.30,54.90,34.79,69.16,68.47
2013-12-04,84.15,514.00,110.60,8312.00,153.95,26.80,359.70,159.20,4.24,243.20,63.60,56.95,31.21,155.90,73.99,39.95,124.50,214.70,31.25,103.60,47.50,39.53,76.65,373.00,1.11,15.50,2.77,4.16,54.90,34.06,69.25,68.25
2013-12-03,84.20,526.50,109.00,8192.00,155.27,26.52,353.00,158.80,4.19,244.20,62.85,57.05,31.18,155.40,73.95,40.29,123.00,207.30,30.75,103.80,47.50,39.95,73.85,361.50,1.11,15.40,2.79,3.96,55.72,33.94,69.22,68.55
2013-12-02,84.50,530.00,109.00,8400.00,155.36,26.59,353.00,160.90,4.25,246.60,63.15,57.60,31.05,156.50,74.37,40.05,123.50,207.00,30.65,103.30,48.60,39.50,74.00,361.00,1.13,15.50,2.80,3.98,56.00,34.18,69.26,68.60
2013-11-29,84.90,538.00,109.40,8400.00,157.02,26.42,347.10,161.30,4.20,247.20,62.95,57.80,31.45,156.30,74.75,40.07,123.00,207.40,29.85,104.60,49.00,39.60,72.80,365.00,1.13,15.20,2.79,3.92,55.99,33.81,69.56,68.90
2013-11-28,85.60,533.50,109.50,8576.00,158.96,26.82,352.40,161.10,4.18,245.80,62.85,57.60,31.19,159.10,74.45,40.03,122.00,205.80,30.05,106.40,49.40,40.72,73.05,367.00,2.65,15.10,2.82,3.95,56.30,33.67,69.42,69.06
2013-11-27,86.80,532.00,108.50,8496.00,159.43,26.59,348.00,160.60,4.20,247.40,62.65,57.90,30.78,158.80,74.74,40.23,122.50,204.20,29.75,105.90,49.60,42.91,74.35,365.50,2.36,15.00,2.81,3.90,56.04,33.49,69.76,69.00
2013-11-26,88.45,531.00,108.50,8504.00,159.24,26.44,346.00,161.20,4.22,249.00,61.85,58.60,30.39,156.10,74.26,41.00,124.50,207.00,29.85,105.40,49.80,45.11,73.80,368.50,2.45,14.30,2.80,3.67,56.69,32.86,69.59,69.32
2013-11-25,87.60,524.00,104.70,8320.00,157.77,25.93,335.90,159.60,4.18,246.40,60.30,57.25,30.17,153.20,74.19,40.59,121.00,202.00,29.65,103.20,49.50,43.75,72.60,368.00,2.27,13.80,2.80,3.75,55.11,32.51,69.30,69.00
2013-11-22,88.75,521.00,106.00,8312.00,157.92,26.16,338.90,160.90,4.20,232.20,60.60,58.05,30.16,154.30,73.98,41.23,121.50,203.30,29.95,104.90,49.30,43.02,72.25,371.00,2.30,13.90,2.72,4.80,55.21,32.97,69.30,69.01
2013-11-21,89.25,514.00,104.70,8304.00,157.81,25.79,336.50,159.90,4.26,228.20,59.85,57.50,29.76,154.80,73.80,41.41,124.00,202.00,30.10,107.80,49.60,41.24,72.95,373.50,2.35,13.90,2.77,4.19,55.11,32.72,69.36,68.91
